case_id,case_title,case_text,case_outcome
Case209,Philip Morris Inc v Adam P Brown Male Fashions Pty Ltd [1981] HCA 7 ; (1981) 148 CLR 457,"the mere assertion of a cause of action under the NTA would not sufficient to bring the State law causes of action sought to be raised in the amended statement of claim within the ""accrued jurisdiction"" of the Court if the NTA claim were ""colourable"" and ""not genuine"": Philip Morris Inc v Adam P Brown Male Fashions Pty Ltd [1981] HCA 7 ; (1981) 148 CLR 457 at 498-499; Burgundy Royale Investments Pty Ltd v Westpac Banking Corporation (1987) 18 FCR 212 at 219; Fitzroy Motors Pty Ltd v Hyundai Automotive Distributors Australia Pty Ltd (1995) 133 ALR 445 at 450; WG &amp; B Manufacturing Pty Ltd v Tesla Farad Pty Ltd [1999] FCA 1776 ; (1999) 48 IPR 111 at [11] ; Cook v Pasminco Ltd [2000] FCA 677 ; (2000) 99 FCR 548 at 550; and see Lane's Commentary on the Australian Constitution (1997), pp 516-517.",cited
Case218,Castlemaine Tooheys v The State of South Australia [1986] HCA 58 ; (1986) 161 CLR 148,"Federal Court has power to grant interlocutory relief pursuant to s 23 of the Federal Court of Australia Act 1976 (Cth) and s 122(1) Patents Act 1990 (Cth). The principles relevant to the exercise of that power are: 1. There must be a serious question to be tried or a prima facie such that if the evidence remains the same there is a probability that at a final hearing it will be entitled to relief. 2. The applicant will suffer irreparable harm for which damages will not be an adequate compensation, unless an injunction is granted. 3. The balance of convenience favours the granting of an injunction. ( Hexall Australia Pty Ltd v Roche Therapeutics Inc [2005] FCA 1218 ; Pharmacia Italia SPA v Interpharma Pty Ltd [2005] FCA 1675 , and Castlemaine Tooheys v The State of South Australia [1986] HCA 58 ; (1986) 161 CLR 148 per Mason ACJ at 153.)",applied
Case234,Aboriginal Legal Service of Western Australia Inc v Lawrence [2007] WAIRC 435,Those submissions also referred to decisions in the Federal Court and other superior courts. Those cases were concerned with entities such as charities: E v Australian Red Cross Society [1991] FCA 20 ; (1991) 27 FCR 310 ; statutory corporations set up under State legislation which conduct various business activities: United Firefighters' Union of Australia v Metropolitan Fire and Emergency Services Board (1998) 83 FCR 346 ; corporations that conduct universities: Quickenden v O'Connor [2001] FCA 303 ; (2001) 109 FCR 243 ; and schools: Educang Limited v Queensland Industrial Relations Commission (2006) 154 IR 436; yachting organisations: Forbes &amp; Anor v Australian Yachting Federation Inc. (1996) 131 FLR 241; legal aid bodies: Aboriginal Legal Service of Western Australia Inc. v Lawrence [2007] WAIRC 435 ; and animal welfare organisations: Orion Pet Products Pty Ltd v Royal Society for the Prevention of Cruelty to Animals [2002] FCA 860 ; (2002) 120 FCR 191.,cited
Case245,"Meriwether v Garrett [1880] USSC 120 ; 102 US, 472","Of these powers conferred by the LGA, it is worth noting that in Wingadee Shire Council v Willis [1910] HCA 35 ; (1910) 11 CLR 123 , Barton J, at 136, cited with approval the following passage of the judgment of Field J in the United States Supreme Court case of Meriwether v Garrett [1880] USSC 120 ; 102 US, 472 at 511: Municipal corporations are mere instrumentalities of the State for the more convenient administration of local government. Their powers are such as the legislature may confer, and these may be enlarged, abridged or entirely withdrawn at its pleasure.",cited
Case246,Mid Density Development v Rockdale Municipal Council [1992] FCA 634 ; (1992) 39 FCR 579,"It was alleged in Mid Density Development v Rockdale Municipal Council [1992] FCA 634 ; (1992) 39 FCR 579 that the council concerned was a trading corporation. The Federal Court rejected that claim, at 585, largely by application of the activities test: Davies J at 584. The judgment of Davies J was overturned on appeal to the Full Court of the Federal Court, but on other grounds. The Full Court did not consider the question of whether the Council was a trading corporation: Mid Density Developments v Rockdale Municipal Council [1993] FCA 408 ; (1993) 44 FCR 290 , per the Court, at 302.",considered
Case266,Fleur De Lys Pty Ltd v Jarrett (2004) 51 ACSR 238,"Such an order was made by Hely J in Fleur De Lys Pty Ltd v Jarrett (2004) 51 ACSR 238. 56 The application by the plaintiff seeks an order for costs on an indemnity basis, relying on the fact that its solicitor had corresponded with the solicitor for the defendant indicating that the plaintiff claimed that it had a cross demand for damages for infringement of patents. The defendant nonetheless persisted in resisting the setting aside of the statutory demand. 57 In my opinion, it is not appropriate that there be an order for costs on an indemnity basis.",considered
Case269,Macleay Nominees Pty Ltd v Belle Property East Pty Ltd [2001] NSWSC 743,"Palmer J in Macleay Nominees Pty Ltd v Belle Property East Pty Ltd [2001] NSWSC 743 at [18] said: In my opinion, a genuine offsetting claim for the purposes of CA s 459H (1) and (2) means a claim on a cause of action advanced in good faith, for an amount claimed in good faith. 'Good faith' means arguable on the basis of facts asserted with sufficient particularity to enable the Court to determine that the claim is not fanciful. In a claim for unliquidated damages for economic loss, the Court will not be able to determine whether the amount claimed is claimed in good faith unless the plaintiff adduces some evidence to show the basis upon which the loss is said to arise and how that loss is calculated. If such evidence is entirely lacking, the Court cannot find that there is a genuine offsetting claim for the purposes of s 459H.",considered
Case271,Re Morris Catering (Australia) Pty Ltd (1993) 11 ACSR 601,"To like effect are the observations of Thomas J in the Supreme Court of Queensland in Re Morris Catering (Australia) Pty Ltd (1993) 11 ACSR 601, where his Honour said at 605-606: There is little doubt that Division 3 is intended to be a complete code which prescribes a formula that requires the Court to assess the position between the parties and preserve demands where it can be seen that there is no genuine dispute and no sufficient genuine offsetting claim. That is not to say that the Court will examine the merits or settle the dispute. The specified limits of the Court's examination are the ascertainment of whether there is a ""genuine dispute"" and whether there is a ""genuine claim"".",considered
Case275,Scott v Scott [1913] AC 417,"The basis upon which the Court should approach an application under s 17(4) of the Federal Court of Australia Act is similar to the approach it should take in relation to an application under s 50. The power to order the exclusion of persons from a hearing should only be exercised in exceptional cases. It is clear from s 17(4) that that power should only be exercised in circumstances where not to exercise it would be ""contrary to the interests of justice"". The primary principle is that the principle of open justice is to be observed in that Court hearings should be open to the public and only closed where the interests of justice require that closure. As Earl Loreburn said in Scott v Scott [1913] AC 417 at 445: ""The inveterate rule is that justice shall be administered in open Court."" His Lordship accepted that it was appropriate in the interests of justice that the doors of the Court be closed when the subject-matter of the action would be destroyed by a hearing in open court.",cited
Case290,Buckley v Bennell Design and Constructions Pty Ltd (1974) 1 ACLR 301,"The application by GCB has been promptly brought, having been filed one day after the first return date for the application. PCR submitted that the motion was premature, because the leave application had not yet been heard. I see no reason why GCB should have waited until after the leave application before bringing its application for security for costs. Had it done so, it would have been open to PCR to submit that GCB had delayed in bringing an application for security for costs, by reason of which expenses had been incurred in prosecuting the application: see Buckley v Bennell Design and Constructions Pty Ltd (1974) 1 ACLR 301 at 308; Gartner v Ernst &amp; Young (No 3) [2003] FCA 1437 at [34] . Further, GCB may have been unable to recover its costs on the leave application if PCR was unsuccessful. It was appropriate for GCB to bring its application when it did.",referred to
